ID,PREDICTED
38176,neutral
38177,neutral
38178,neutral
38179,positive
38180,positive
38181,neutral
38182,neutral
38183,neutral
38184,positive
38185,neutral
38186,neutral
38187,positive
38188,neutral
38189,neutral
38190,neutral
38191,neutral
38192,neutral
38193,positive
38194,positive
38195,neutral
38196,positive
38197,neutral
38198,neutral
38199,positive
38200,neutral
38201,neutral
38202,positive
38203,neutral
38204,neutral
38205,neutral
38206,neutral
38207,neutral
38208,neutral
38209,positive
38210,neutral
38211,neutral
38212,neutral
38213,neutral
38214,neutral
38215,neutral
38216,neutral
38217,neutral
38218,positive
38219,neutral
38220,neutral
38221,neutral
38222,neutral
38223,positive
38224,neutral
38225,neutral
38226,neutral
38227,neutral
38228,neutral
38229,neutral
38230,neutral
38231,neutral
38232,positive
38233,neutral
38234,neutral
38235,positive
38236,neutral
38237,neutral
38238,positive
38239,neutral
38240,neutral
38241,positive
38242,neutral
38243,neutral
38244,positive
38245,neutral
38246,neutral
38247,positive
38248,neutral
38249,neutral
38250,positive
38251,neutral
38252,neutral
38253,positive
38254,neutral
38255,neutral
38256,positive
38257,neutral
38258,neutral
38259,positive
38260,neutral
38261,neutral
38262,neutral
38263,positive
38264,neutral
38265,neutral
38266,neutral
38267,positive
38268,positive
38269,neutral
38270,neutral
38271,positive
38272,neutral
38273,neutral
38274,neutral
38275,neutral
38276,positive
38277,neutral
38278,neutral
38279,neutral
38280,positive
38281,neutral
38282,neutral
38283,positive
38284,neutral
38285,neutral
38286,positive
38287,neutral
38288,neutral
38289,neutral
38290,neutral
38291,neutral
38292,positive
38293,neutral
38294,positive
38295,neutral
38296,neutral
38297,positive
38298,neutral
38299,neutral
38300,positive
38301,neutral
38302,neutral
38303,neutral
38304,neutral
38305,neutral
38306,neutral
38307,neutral
38308,neutral
38309,neutral
38310,neutral
38311,neutral
38312,positive
38313,neutral
38314,neutral
38315,neutral
38316,positive
38317,neutral
38318,neutral
38319,neutral
38320,neutral
38321,positive
38322,neutral
38323,neutral
38324,positive
38325,neutral
38326,neutral
38327,positive
38328,neutral
38329,positive
38330,neutral
38331,neutral
38332,positive
38333,neutral
38334,neutral
38335,neutral
38336,neutral
38337,neutral
38338,positive
38339,positive
38340,neutral
38341,neutral
38342,neutral
38343,neutral
38344,positive
38345,neutral
38346,neutral
38347,neutral
38348,negative
38349,positive
38350,neutral
38351,neutral
38352,positive
38353,neutral
38354,neutral
38355,positive
38356,neutral
38357,positive
38358,neutral
38359,neutral
38360,neutral
38361,neutral
38362,neutral
38363,neutral
38364,neutral
38365,neutral
38366,positive
38367,neutral
38368,neutral
38369,neutral
38370,neutral
38371,positive
38372,neutral
38373,neutral
38374,neutral
38375,positive
38376,neutral
38377,neutral
38378,neutral
38379,neutral
38380,positive
38381,neutral
38382,positive
38383,positive
38384,neutral
38385,neutral
38386,neutral
38387,neutral
38388,positive
38389,neutral
38390,neutral
38391,positive
38392,neutral
38393,neutral
38394,positive
38395,neutral
38396,neutral
38397,positive
38398,neutral
38399,neutral
38400,positive
38401,neutral
38402,neutral
38403,neutral
38404,neutral
38405,neutral
38406,neutral
38407,neutral
38408,positive
38409,neutral
38410,neutral
38411,positive
38412,neutral
38413,negative
38414,positive
38415,neutral
38416,neutral
38417,positive
38418,positive
38419,neutral
38420,neutral
38421,negative
38422,positive
38423,neutral
38424,neutral
38425,neutral
38426,negative
38427,positive
38428,neutral
38429,neutral
38430,neutral
38431,neutral
38432,positive
38433,neutral
38434,negative
38435,positive
38436,neutral
38437,neutral
38438,positive
38439,neutral
38440,negative
38441,positive
38442,neutral
38443,neutral
38444,positive
38445,neutral
38446,neutral
38447,positive
38448,neutral
38449,neutral
38450,neutral
38451,neutral
38452,positive
38453,neutral
38454,neutral
38455,neutral
38456,neutral
38457,positive
38458,neutral
38459,positive
38460,positive
38461,neutral
38462,negative
38463,positive
38464,neutral
38465,neutral
38466,positive
38467,neutral
38468,neutral
38469,positive
38470,neutral
38471,neutral
38472,positive
38473,neutral
38474,neutral
38475,positive
38476,neutral
38477,neutral
38478,negative
38479,positive
38480,neutral
38481,neutral
38482,neutral
38483,neutral
38484,neutral
38485,negative
38486,positive
38487,neutral
38488,neutral
38489,positive
38490,positive
38491,neutral
38492,positive
38493,neutral
38494,neutral
38495,neutral
38496,positive
38497,neutral
38498,neutral
38499,neutral
38500,neutral
38501,neutral
38502,positive
38503,neutral
38504,neutral
38505,positive
38506,neutral
38507,neutral
38508,neutral
38509,neutral
38510,neutral
38511,positive
38512,neutral
38513,positive
38514,neutral
38515,neutral
38516,neutral
38517,neutral
38518,neutral
38519,neutral
38520,positive
38521,neutral
38522,neutral
38523,neutral
38524,neutral
38525,neutral
38526,neutral
38527,positive
38528,neutral
38529,negative
38530,neutral
38531,neutral
38532,neutral
38533,neutral
38534,positive
38535,neutral
38536,neutral
38537,neutral
38538,neutral
38539,neutral
38540,neutral
38541,positive
38542,neutral
38543,neutral
38544,positive
38545,neutral
38546,neutral
38547,positive
38548,neutral
38549,neutral
38550,neutral
38551,neutral
38552,positive
38553,neutral
38554,neutral
38555,neutral
38556,positive
38557,neutral
38558,neutral
38559,neutral
38560,neutral
38561,positive
38562,neutral
38563,neutral
38564,positive
38565,neutral
38566,neutral
38567,positive
38568,neutral
38569,neutral
38570,neutral
38571,neutral
38572,positive
38573,neutral
38574,neutral
38575,positive
38576,neutral
38577,neutral
38578,positive
38579,neutral
38580,positive
38581,neutral
38582,positive
38583,neutral
38584,neutral
38585,neutral
38586,positive
38587,neutral
38588,neutral
38589,positive
38590,neutral
38591,neutral
38592,positive
38593,neutral
38594,neutral
38595,positive
38596,neutral
38597,neutral
38598,positive
38599,neutral
38600,neutral
38601,positive
38602,neutral
38603,neutral
38604,neutral
38605,neutral
38606,neutral
38607,neutral
38608,neutral
38609,positive
38610,neutral
38611,neutral
38612,positive
38613,neutral
38614,neutral
38615,positive
38616,neutral
38617,neutral
38618,positive
38619,neutral
38620,neutral
38621,positive
38622,neutral
38623,neutral
38624,positive
38625,neutral
38626,neutral
38627,positive
38628,neutral
38629,neutral
38630,positive
38631,neutral
38632,neutral
38633,positive
38634,neutral
38635,neutral
38636,positive
38637,neutral
38638,neutral
38639,positive
38640,neutral
38641,neutral
38642,positive
38643,neutral
38644,neutral
38645,positive
38646,neutral
38647,neutral
38648,positive
38649,neutral
38650,neutral
38651,neutral
38652,positive
38653,neutral
38654,neutral
38655,neutral
38656,neutral
38657,neutral
38658,positive
38659,neutral
38660,positive
38661,neutral
38662,neutral
38663,neutral
38664,neutral
38665,positive
38666,negative
38667,positive
38668,neutral
38669,neutral
38670,neutral
38671,negative
38672,positive
38673,neutral
38674,neutral
38675,neutral
38676,positive
38677,neutral
38678,neutral
38679,positive
38680,neutral
38681,neutral
38682,positive
38683,neutral
38684,neutral
38685,positive
38686,neutral
38687,neutral
38688,positive
38689,neutral
38690,neutral
38691,positive
38692,neutral
38693,neutral
38694,positive
38695,neutral
38696,neutral
38697,positive
38698,neutral
38699,neutral
38700,positive
38701,neutral
38702,neutral
38703,positive
38704,neutral
38705,neutral
38706,positive
38707,neutral
38708,neutral
38709,positive
38710,neutral
38711,positive
38712,neutral
38713,positive
38714,neutral
38715,neutral
38716,positive
38717,neutral
38718,neutral
38719,neutral
38720,neutral
38721,neutral
38722,neutral
38723,positive
38724,neutral
38725,positive
38726,neutral
38727,neutral
38728,negative
38729,positive
38730,neutral
38731,neutral
38732,neutral
38733,positive
38734,neutral
38735,neutral
38736,positive
38737,neutral
38738,neutral
38739,positive
38740,neutral
38741,neutral
38742,positive
38743,neutral
38744,neutral
38745,positive
38746,neutral
38747,neutral
38748,positive
38749,neutral
38750,positive
38751,positive
38752,neutral
38753,neutral
38754,neutral
38755,positive
38756,neutral
38757,neutral
38758,neutral
38759,neutral
38760,positive
38761,neutral
38762,positive
38763,neutral
38764,positive
38765,positive
38766,neutral
38767,positive
38768,positive
38769,positive
38770,neutral
38771,neutral
38772,neutral
38773,neutral
38774,neutral
38775,positive
38776,neutral
38777,positive
38778,neutral
38779,positive
38780,negative
38781,positive
38782,neutral
38783,neutral
38784,neutral
38785,positive
38786,neutral
38787,neutral
38788,positive
38789,neutral
38790,positive
38791,neutral
38792,neutral
38793,positive
38794,neutral
38795,neutral
38796,positive
38797,neutral
38798,neutral
38799,neutral
38800,neutral
38801,positive
38802,neutral
38803,neutral
38804,positive
38805,neutral
38806,neutral
38807,positive
38808,neutral
38809,neutral
38810,positive
38811,neutral
38812,neutral
38813,neutral
38814,positive
38815,neutral
38816,neutral
38817,negative
38818,positive
38819,neutral
38820,neutral
38821,neutral
38822,neutral
38823,positive
38824,positive
38825,neutral
38826,neutral
38827,positive
38828,neutral
38829,neutral
38830,neutral
38831,positive
38832,neutral
38833,neutral
38834,neutral
38835,positive
38836,neutral
38837,neutral
38838,positive
38839,neutral
38840,positive
38841,neutral
38842,neutral
38843,neutral
38844,neutral
38845,neutral
38846,positive
38847,neutral
38848,neutral
38849,neutral
38850,neutral
38851,neutral
38852,neutral
38853,neutral
38854,positive
38855,neutral
38856,neutral
38857,positive
38858,neutral
38859,neutral
38860,positive
38861,neutral
38862,neutral
38863,positive
38864,neutral
38865,neutral
38866,positive
38867,neutral
38868,neutral
38869,positive
38870,neutral
38871,neutral
38872,positive
38873,neutral
38874,neutral
38875,positive
38876,neutral
38877,neutral
38878,neutral
38879,positive
38880,neutral
38881,neutral
38882,positive
38883,neutral
38884,neutral
38885,positive
38886,neutral
38887,neutral
38888,neutral
38889,positive
38890,neutral
38891,neutral
38892,neutral
38893,neutral
38894,neutral
38895,neutral
38896,neutral
38897,neutral
38898,neutral
38899,neutral
38900,neutral
38901,positive
38902,neutral
38903,neutral
38904,neutral
38905,positive
38906,neutral
38907,neutral
38908,positive
38909,neutral
38910,positive
38911,neutral
38912,neutral
38913,neutral
38914,positive
38915,neutral
38916,neutral
38917,neutral
38918,positive
38919,neutral
38920,neutral
38921,positive
38922,neutral
38923,neutral
38924,positive
38925,neutral
38926,neutral
38927,positive
38928,neutral
38929,neutral
38930,neutral
38931,neutral
38932,neutral
38933,neutral
38934,neutral
38935,neutral
38936,neutral
38937,neutral
38938,neutral
38939,positive
38940,neutral
38941,neutral
38942,neutral
38943,neutral
38944,neutral
38945,neutral
38946,positive
38947,positive
38948,neutral
38949,neutral
38950,neutral
38951,neutral
38952,neutral
38953,neutral
38954,neutral
38955,neutral
38956,neutral
38957,positive
38958,neutral
38959,neutral
38960,neutral
38961,neutral
38962,neutral
38963,neutral
38964,neutral
38965,neutral
38966,neutral
38967,neutral
38968,neutral
38969,neutral
38970,neutral
38971,neutral
38972,neutral
38973,neutral
38974,neutral
38975,neutral
38976,positive
38977,neutral
38978,neutral
38979,positive
38980,neutral
38981,neutral
38982,negative
38983,neutral
38984,neutral
38985,positive
38986,neutral
38987,neutral
38988,neutral
38989,neutral
38990,positive
38991,neutral
38992,neutral
38993,neutral
38994,neutral
38995,neutral
38996,neutral
38997,positive
38998,neutral
38999,neutral
39000,neutral
39001,neutral
39002,neutral
39003,neutral
39004,neutral
39005,negative
39006,positive
39007,neutral
39008,neutral
39009,neutral
39010,neutral
39011,positive
39012,neutral
39013,positive
39014,neutral
39015,neutral
39016,neutral
39017,positive
39018,neutral
39019,neutral
39020,positive
39021,neutral
39022,neutral
39023,negative
39024,positive
39025,neutral
39026,neutral
39027,neutral
39028,neutral
39029,positive
39030,neutral
39031,neutral
39032,neutral
39033,positive
39034,positive
39035,neutral
39036,neutral
39037,positive
39038,neutral
39039,positive
39040,neutral
39041,neutral
39042,neutral
39043,neutral
39044,neutral
39045,neutral
39046,neutral
39047,positive
39048,neutral
39049,neutral
39050,neutral
39051,negative
39052,neutral
39053,positive
39054,neutral
39055,neutral
39056,neutral
39057,positive
39058,positive
39059,neutral
39060,neutral
39061,neutral
39062,positive
39063,neutral
39064,neutral
39065,positive
39066,neutral
39067,neutral
39068,neutral
39069,neutral
39070,neutral
39071,neutral
39072,neutral
39073,neutral
39074,neutral
39075,neutral
39076,neutral
39077,neutral
39078,positive
39079,neutral
39080,neutral
39081,positive
39082,negative
39083,neutral
39084,positive
39085,neutral
39086,positive
39087,neutral
39088,negative
39089,neutral
39090,neutral
39091,neutral
39092,neutral
39093,neutral
39094,neutral
39095,neutral
39096,positive
39097,neutral
39098,positive
39099,neutral
39100,neutral
39101,negative
39102,negative
39103,positive
39104,neutral
39105,positive
39106,neutral
39107,positive
39108,neutral
39109,positive
39110,neutral
39111,neutral
39112,neutral
39113,neutral
39114,positive
39115,neutral
39116,neutral
39117,positive
39118,neutral
39119,neutral
39120,neutral
39121,neutral
39122,negative
39123,neutral
39124,neutral
39125,positive
39126,neutral
39127,positive
39128,neutral
39129,neutral
39130,neutral
39131,positive
39132,neutral
39133,neutral
39134,positive
39135,neutral
39136,neutral
39137,positive
39138,neutral
39139,neutral
39140,positive
39141,neutral
39142,neutral
39143,positive
39144,neutral
39145,neutral
39146,neutral
39147,positive
39148,neutral
39149,neutral
39150,negative
39151,positive
39152,neutral
39153,neutral
39154,neutral
39155,neutral
39156,neutral
39157,neutral
39158,neutral
39159,positive
39160,neutral
39161,positive
39162,neutral
39163,positive
39164,neutral
39165,neutral
39166,positive
39167,neutral
39168,neutral
39169,positive
39170,neutral
39171,neutral
39172,neutral
39173,positive
39174,neutral
39175,positive
39176,neutral
39177,neutral
39178,neutral
39179,neutral
39180,neutral
39181,neutral
39182,neutral
39183,neutral
39184,neutral
39185,neutral
39186,neutral
39187,neutral
39188,positive
39189,positive
39190,neutral
39191,neutral
39192,neutral
39193,neutral
39194,neutral
39195,positive
39196,neutral
39197,neutral
39198,negative
39199,negative
39200,neutral
39201,neutral
39202,positive
39203,neutral
39204,neutral
39205,neutral
39206,positive
39207,neutral
39208,neutral
39209,positive
39210,neutral
39211,neutral
39212,positive
39213,neutral
39214,neutral
39215,positive
39216,neutral
39217,neutral
39218,neutral
39219,neutral
39220,neutral
39221,neutral
39222,neutral
39223,neutral
39224,neutral
39225,positive
39226,neutral
39227,neutral
39228,positive
39229,positive
39230,positive
39231,neutral
39232,neutral
39233,neutral
39234,neutral
39235,neutral
39236,neutral
39237,positive
39238,neutral
39239,neutral
39240,neutral
39241,positive
39242,neutral
39243,neutral
39244,neutral
39245,neutral
39246,neutral
39247,positive
39248,neutral
39249,positive
39250,neutral
39251,neutral
39252,positive
39253,neutral
39254,neutral
39255,neutral
39256,neutral
39257,neutral
39258,neutral
39259,neutral
39260,neutral
39261,neutral
39262,neutral
39263,neutral
39264,neutral
39265,positive
39266,neutral
39267,neutral
39268,positive
39269,neutral
39270,neutral
39271,neutral
39272,neutral
39273,neutral
39274,neutral
39275,neutral
39276,neutral
39277,neutral
39278,neutral
39279,neutral
39280,positive
39281,neutral
39282,neutral
39283,neutral
39284,neutral
39285,neutral
39286,neutral
39287,neutral
39288,neutral
39289,neutral
39290,neutral
39291,neutral
39292,positive
39293,neutral
39294,neutral
39295,neutral
39296,negative
39297,positive
39298,neutral
39299,positive
39300,neutral
39301,neutral
39302,neutral
39303,neutral
39304,neutral
39305,neutral
39306,neutral
39307,neutral
39308,positive
39309,neutral
39310,positive
39311,neutral
39312,neutral
39313,neutral
39314,neutral
39315,positive
39316,neutral
39317,neutral
39318,neutral
39319,positive
39320,neutral
39321,negative
39322,neutral
39323,neutral
39324,neutral
39325,neutral
39326,neutral
39327,positive
39328,neutral
39329,neutral
39330,neutral
39331,positive
39332,neutral
39333,negative
39334,positive
39335,neutral
39336,neutral
39337,neutral
39338,positive
39339,neutral
39340,neutral
39341,neutral
39342,positive
39343,neutral
39344,neutral
39345,neutral
39346,positive
39347,neutral
39348,positive
39349,positive
39350,neutral
39351,negative
39352,neutral
39353,neutral
39354,neutral
39355,neutral
39356,neutral
39357,neutral
39358,neutral
39359,neutral
39360,neutral
39361,neutral
39362,positive
39363,neutral
39364,neutral
39365,neutral
39366,neutral
39367,neutral
39368,positive
39369,neutral
39370,positive
39371,positive
39372,neutral
39373,neutral
39374,neutral
39375,neutral
39376,positive
39377,neutral
39378,neutral
39379,negative
39380,neutral
39381,positive
39382,neutral
39383,neutral
39384,positive
39385,neutral
39386,neutral
39387,positive
39388,neutral
39389,neutral
39390,neutral
39391,neutral
39392,positive
39393,negative
39394,negative
39395,neutral
39396,positive
39397,neutral
39398,neutral
39399,positive
39400,neutral
39401,neutral
39402,positive
39403,neutral
39404,neutral
39405,positive
39406,neutral
39407,positive
39408,neutral
39409,neutral
39410,neutral
39411,positive
39412,neutral
39413,neutral
39414,positive
39415,neutral
39416,positive
39417,neutral
39418,neutral
39419,positive
39420,neutral
39421,neutral
39422,positive
39423,neutral
39424,neutral
39425,neutral
39426,positive
39427,neutral
39428,neutral
39429,positive
39430,neutral
39431,neutral
39432,positive
39433,neutral
39434,neutral
39435,positive
39436,neutral
39437,neutral
39438,positive
39439,neutral
39440,neutral
39441,positive
39442,neutral
39443,neutral
39444,positive
39445,neutral
39446,neutral
39447,neutral
39448,negative
39449,positive
39450,neutral
39451,neutral
39452,neutral
39453,neutral
39454,positive
39455,neutral
39456,neutral
39457,positive
39458,neutral
39459,neutral
39460,positive
39461,neutral
39462,neutral
39463,positive
39464,neutral
39465,neutral
39466,neutral
39467,positive
39468,neutral
39469,neutral
39470,neutral
39471,positive
39472,neutral
39473,neutral
39474,positive
39475,neutral
39476,neutral
39477,positive
39478,neutral
39479,neutral
39480,positive
39481,neutral
39482,neutral
39483,positive
39484,neutral
39485,neutral
39486,neutral
39487,neutral
39488,neutral
39489,positive
39490,neutral
39491,neutral
39492,neutral
39493,positive
39494,positive
39495,neutral
39496,neutral
39497,positive
39498,neutral
39499,neutral
39500,neutral
39501,neutral
39502,positive
39503,neutral
39504,neutral
39505,neutral
39506,neutral
39507,neutral
39508,positive
39509,neutral
39510,positive
39511,neutral
39512,positive
39513,neutral
39514,positive
39515,positive
39516,neutral
39517,positive
39518,neutral
39519,neutral
39520,neutral
39521,neutral
39522,neutral
39523,neutral
39524,positive
39525,neutral
39526,neutral
39527,positive
39528,positive
39529,neutral
39530,neutral
39531,positive
39532,neutral
39533,neutral
39534,neutral
39535,neutral
39536,negative
39537,neutral
39538,positive
39539,neutral
39540,neutral
39541,neutral
39542,positive
39543,neutral
39544,neutral
39545,positive
39546,neutral
39547,neutral
39548,positive
39549,neutral
39550,neutral
39551,neutral
39552,neutral
39553,neutral
39554,neutral
39555,neutral
39556,positive
39557,neutral
39558,neutral
39559,neutral
39560,positive
39561,neutral
39562,neutral
39563,neutral
39564,neutral
39565,neutral
39566,neutral
39567,neutral
39568,neutral
39569,negative
39570,neutral
39571,neutral
39572,neutral
39573,positive
39574,neutral
39575,positive
39576,neutral
39577,neutral
39578,neutral
39579,negative
39580,neutral
39581,neutral
39582,neutral
39583,positive
39584,neutral
39585,neutral
39586,positive
39587,neutral
39588,neutral
39589,positive
39590,neutral
39591,neutral
39592,positive
39593,neutral
39594,neutral
39595,positive
39596,neutral
39597,positive
39598,positive
39599,positive
39600,neutral
39601,positive
39602,neutral
39603,negative
39604,neutral
39605,neutral
39606,positive
39607,neutral
39608,neutral
39609,neutral
39610,neutral
39611,neutral
39612,neutral
39613,neutral
39614,neutral
39615,neutral
39616,neutral
39617,positive
39618,neutral
39619,neutral
39620,negative
39621,neutral
39622,neutral
39623,neutral
39624,neutral
39625,positive
39626,neutral
39627,neutral
39628,neutral
39629,neutral
39630,positive
39631,neutral
39632,neutral
39633,positive
39634,neutral
39635,neutral
39636,neutral
39637,positive
39638,neutral
39639,neutral
39640,neutral
39641,positive
39642,neutral
39643,neutral
39644,neutral
39645,positive
39646,neutral
39647,neutral
39648,positive
39649,neutral
39650,neutral
39651,neutral
39652,positive
39653,neutral
39654,positive
39655,neutral
39656,neutral
39657,positive
39658,neutral
39659,positive
39660,neutral
39661,positive
39662,neutral
39663,positive
39664,neutral
39665,neutral
39666,positive
39667,neutral
39668,neutral
39669,positive
39670,neutral
39671,neutral
39672,positive
39673,neutral
39674,neutral
39675,positive
39676,neutral
39677,neutral
39678,neutral
39679,neutral
39680,neutral
39681,positive
39682,neutral
39683,neutral
39684,positive
39685,neutral
39686,neutral
39687,positive
39688,neutral
39689,neutral
39690,neutral
39691,neutral
39692,neutral
39693,positive
39694,neutral
39695,neutral
39696,positive
39697,neutral
39698,neutral
39699,positive
39700,neutral
39701,neutral
39702,neutral
39703,positive
39704,neutral
39705,neutral
39706,neutral
39707,positive
39708,neutral
39709,positive
39710,neutral
39711,neutral
39712,neutral
39713,neutral
39714,positive
39715,neutral
39716,neutral
39717,neutral
39718,neutral
39719,positive
39720,negative
39721,neutral
39722,neutral
39723,neutral
39724,neutral
39725,neutral
39726,negative
39727,neutral
39728,neutral
39729,positive
39730,neutral
39731,negative
39732,neutral
39733,neutral
39734,positive
39735,positive
39736,neutral
39737,neutral
39738,neutral
39739,neutral
39740,neutral
39741,neutral
39742,positive
39743,neutral
39744,neutral
39745,positive
39746,neutral
39747,neutral
39748,neutral
39749,neutral
39750,neutral
39751,positive
39752,neutral
39753,neutral
39754,neutral
39755,positive
39756,neutral
39757,positive
39758,neutral
39759,neutral
39760,neutral
39761,positive
39762,neutral
39763,positive
39764,positive
39765,neutral
39766,positive
39767,neutral
39768,neutral
39769,positive
39770,neutral
39771,neutral
39772,positive
39773,neutral
39774,neutral
39775,neutral
39776,neutral
39777,neutral
39778,neutral
39779,positive
39780,neutral
39781,neutral
39782,neutral
39783,positive
39784,neutral
39785,positive
39786,neutral
39787,neutral
39788,positive
39789,neutral
39790,neutral
39791,neutral
39792,neutral
39793,neutral
39794,positive
39795,neutral
39796,neutral
39797,neutral
39798,neutral
39799,neutral
39800,positive
39801,neutral
39802,neutral
39803,neutral
39804,positive
39805,neutral
39806,positive
39807,neutral
39808,neutral
39809,neutral
39810,neutral
39811,positive
39812,neutral
39813,positive
39814,neutral
39815,neutral
39816,positive
39817,neutral
39818,neutral
39819,neutral
39820,positive
39821,neutral
39822,positive
39823,neutral
39824,neutral
39825,neutral
39826,neutral
39827,neutral
39828,neutral
39829,neutral
39830,neutral
39831,neutral
39832,neutral
39833,neutral
39834,neutral
39835,neutral
39836,neutral
39837,neutral
39838,neutral
39839,neutral
39840,negative
39841,neutral
39842,positive
39843,neutral
39844,neutral
39845,neutral
39846,neutral
39847,neutral
39848,positive
39849,positive
39850,positive
39851,positive
39852,positive
39853,neutral
39854,positive
39855,positive
39856,neutral
39857,positive
39858,positive
39859,neutral
39860,neutral
39861,neutral
39862,neutral
39863,positive
39864,neutral
39865,neutral
39866,neutral
39867,neutral
39868,positive
39869,neutral
39870,neutral
39871,neutral
39872,neutral
39873,neutral
39874,neutral
39875,neutral
39876,positive
39877,neutral
39878,neutral
39879,neutral
39880,neutral
39881,neutral
39882,neutral
39883,positive
39884,neutral
39885,neutral
39886,positive
39887,neutral
39888,neutral
39889,positive
39890,neutral
39891,positive
39892,neutral
39893,neutral
39894,neutral
39895,positive
39896,neutral
39897,neutral
39898,neutral
39899,neutral
39900,neutral
39901,positive
39902,neutral
39903,neutral
39904,positive
39905,positive
39906,neutral
39907,neutral
39908,positive
39909,neutral
39910,neutral
39911,neutral
39912,positive
39913,neutral
39914,positive
39915,neutral
39916,neutral
39917,neutral
39918,positive
39919,neutral
39920,positive
39921,neutral
39922,positive
39923,neutral
39924,positive
39925,neutral
39926,neutral
39927,positive
39928,neutral
39929,neutral
39930,neutral
39931,positive
39932,neutral
39933,neutral
39934,neutral
39935,positive
39936,neutral
39937,neutral
39938,positive
39939,neutral
39940,neutral
39941,neutral
39942,neutral
39943,neutral
39944,neutral
39945,neutral
39946,positive
39947,neutral
39948,positive
39949,neutral
39950,positive
39951,neutral
39952,neutral
39953,neutral
39954,positive
39955,negative
39956,neutral
39957,neutral
39958,neutral
39959,neutral
39960,neutral
39961,neutral
39962,neutral
39963,positive
39964,neutral
39965,neutral
39966,positive
39967,neutral
39968,positive
39969,neutral
39970,neutral
39971,neutral
39972,neutral
39973,neutral
39974,neutral
39975,neutral
39976,neutral
39977,positive
39978,neutral
39979,neutral
39980,neutral
39981,positive
39982,positive
39983,neutral
39984,neutral
39985,positive
39986,neutral
39987,neutral
39988,neutral
39989,neutral
39990,positive
39991,neutral
39992,negative
39993,positive
39994,neutral
39995,neutral
39996,positive
39997,neutral
39998,neutral
39999,neutral
40000,positive
40001,neutral
40002,neutral
40003,neutral
40004,positive
40005,neutral
40006,negative
40007,neutral
40008,neutral
40009,neutral
40010,neutral
40011,positive
40012,neutral
40013,neutral
40014,neutral
40015,neutral
40016,neutral
40017,neutral
40018,neutral
40019,positive
40020,positive
40021,neutral
40022,neutral
40023,neutral
40024,neutral
40025,neutral
40026,neutral
40027,neutral
40028,neutral
40029,positive
40030,neutral
40031,neutral
40032,positive
40033,neutral
40034,positive
40035,neutral
40036,neutral
40037,neutral
40038,positive
40039,neutral
40040,neutral
40041,positive
40042,neutral
40043,neutral
40044,positive
40045,neutral
40046,neutral
40047,neutral
40048,positive
40049,neutral
40050,neutral
40051,positive
40052,neutral
40053,neutral
40054,neutral
40055,neutral
40056,positive
40057,neutral
40058,neutral
40059,neutral
40060,positive
40061,neutral
40062,neutral
40063,positive
40064,neutral
40065,neutral
40066,neutral
40067,neutral
40068,positive
40069,neutral
40070,positive
40071,neutral
40072,neutral
40073,neutral
40074,neutral
40075,neutral
40076,neutral
40077,positive
40078,neutral
40079,neutral
40080,neutral
40081,neutral
40082,neutral
40083,positive
40084,positive
40085,neutral
40086,neutral
40087,neutral
40088,positive
40089,neutral
40090,positive
40091,neutral
40092,neutral
40093,positive
40094,neutral
40095,neutral
40096,positive
40097,neutral
40098,neutral
40099,negative
40100,neutral
40101,positive
40102,neutral
40103,neutral
40104,positive
40105,neutral
40106,neutral
40107,positive
40108,neutral
40109,neutral
40110,positive
40111,neutral
40112,neutral
40113,positive
40114,neutral
40115,neutral
40116,neutral
40117,neutral
40118,positive
40119,neutral
40120,neutral
40121,positive
40122,neutral
40123,positive
40124,neutral
40125,neutral
40126,positive
40127,neutral
40128,neutral
40129,neutral
40130,neutral
40131,neutral
40132,neutral
40133,positive
40134,neutral
40135,neutral
40136,positive
40137,neutral
40138,neutral
40139,neutral
40140,neutral
40141,neutral
40142,neutral
40143,positive
40144,neutral
40145,neutral
40146,neutral
40147,positive
40148,neutral
40149,positive
40150,neutral
40151,neutral
40152,neutral
40153,neutral
40154,neutral
40155,positive
40156,neutral
40157,neutral
40158,neutral
40159,positive
40160,neutral
40161,neutral
40162,positive
40163,neutral
40164,neutral
40165,neutral
40166,positive
40167,neutral
40168,neutral
40169,neutral
40170,neutral
40171,neutral
40172,positive
40173,neutral
40174,neutral
40175,neutral
40176,neutral
40177,positive
40178,neutral
40179,neutral
40180,neutral
40181,positive
40182,neutral
40183,neutral
40184,neutral
40185,positive
40186,neutral
40187,neutral
40188,neutral
40189,positive
40190,neutral
40191,positive
40192,neutral
40193,neutral
40194,neutral
40195,positive
40196,neutral
40197,neutral
40198,neutral
40199,positive
40200,neutral
40201,neutral
40202,neutral
40203,neutral
40204,positive
40205,neutral
40206,neutral
40207,positive
40208,neutral
40209,neutral
40210,positive
40211,neutral
40212,neutral
40213,neutral
40214,positive
40215,neutral
40216,neutral
40217,neutral
40218,positive
40219,neutral
40220,neutral
40221,neutral
40222,positive
40223,neutral
40224,neutral
40225,neutral
40226,positive
40227,neutral
40228,neutral
40229,neutral
40230,positive
40231,neutral
40232,neutral
40233,neutral
40234,positive
40235,neutral
40236,neutral
40237,neutral
40238,positive
40239,neutral
40240,neutral
40241,neutral
40242,positive
40243,neutral
40244,neutral
40245,neutral
40246,positive
40247,neutral
40248,neutral
40249,positive
40250,neutral
40251,neutral
40252,positive
40253,neutral
40254,neutral
40255,positive
40256,neutral
40257,neutral
